"ID","DATA_PRODUKCJI","CENA","KOSZT","ID_ZAMOWIENIE","ID_PRODUCENT","ID_ODDZIAL","ID_INSTRUMENT"
4636,08/12/25,1270,1160,398,44,42,10
4637,05/02/28,1020,930,180,48,33,17
4638,02/06/08,2290,2090,13,10,35,56
4639,06/02/13,1260,1150,31,33,28,32
4640,08/12/01,1480,1350,76,6,48,22
4641,06/02/03,2180,1990,127,19,32,65
4642,03/10/24,710,650,174,27,5,19
4643,08/09/20,750,690,215,26,1,60
4644,00/01/18,160,150,308,35,24,6
4645,03/01/16,1610,1470,345,29,4,71
4646,06/01/18,910,830,227,6,20,46
4647,03/01/11,1440,1310,136,40,17,13
4648,06/04/08,1720,1570,315,33,26,23
4649,01/07/06,1980,1800,134,14,39,11
4650,07/01/03,1120,1020,319,37,47,55
4651,04/09/25,2210,2010,118,10,48,46
4652,08/09/21,1160,1060,355,48,34,66
4653,03/07/22,600,550,346,39,17,10
4654,04/12/27,2040,1860,136,31,9,40
4655,03/03/19,850,780,388,44,26,67
4656,08/04/20,580,530,257,30,6,25
4657,01/06/07,250,230,248,22,48,38
4658,06/03/13,900,820,128,31,45,7
4659,08/12/01,1650,1500,216,4,26,4
4660,04/08/27,1330,1210,312,35,31,30
4661,05/08/13,290,270,293,31,27,48
4662,07/01/21,1150,1050,364,11,7,26
4663,07/11/01,160,150,292,11,13,29
4664,01/05/14,220,200,382,45,43,7
4665,04/12/06,1280,1170,262,43,3,9
4666,08/07/01,570,520,304,41,15,43
4667,03/06/18,1350,1230,269,33,28,17
4668,02/05/14,2180,1990,198,13,44,18
4669,09/11/11,940,860,157,32,20,47
4670,03/09/14,830,760,33,39,40,60
4671,00/10/26,2240,2040,88,5,1,70
4672,10/06/26,1880,1710,83,45,45,9
4673,04/12/06,120,110,175,17,8,4
4674,03/06/03,600,550,17,26,2,23
4675,01/10/21,1960,1790,327,35,29,35
4676,07/01/11,950,870,219,29,38,14
4677,04/09/15,1460,1330,80,35,15,58
4678,08/07/01,1730,1580,245,43,5,42
4679,04/07/08,1870,1700,127,29,41,36
4680,05/01/21,110,100,32,38,19,12
4681,06/12/10,2160,1970,148,32,21,23
4682,06/04/03,1890,1720,368,44,13,15
4683,05/05/03,990,900,148,20,43,21
4684,06/07/03,2200,2000,71,42,28,42
4685,10/01/17,1300,1190,319,12,49,17
4686,05/08/07,680,620,24,20,36,12
4687,10/07/17,80,80,185,44,43,55
4688,00/03/14,170,160,165,19,28,54
4689,10/01/11,1510,1380,21,29,8,34
4690,09/08/05,780,710,64,45,4,16
4691,05/10/11,1520,1390,84,38,34,20
4692,02/04/09,620,570,204,7,22,51
4693,04/12/02,120,110,90,20,39,48
4694,06/08/22,1220,1110,379,37,33,11
4695,01/02/16,160,150,312,29,26,73
4696,08/11/24,0,0,321,48,2,48
4697,04/02/10,930,850,385,32,42,53
4698,01/03/17,730,670,159,19,50,12
4699,05/10/05,690,630,120,47,1,22
4700,06/04/17,2200,2000,392,42,22,15
4701,00/02/28,420,390,176,43,41,52
4702,09/06/03,530,490,206,25,48,73
4703,04/11/05,1280,1170,266,26,35,71
4704,01/02/17,1810,1650,260,33,22,59
4705,03/09/15,2260,2060,233,33,44,28
4706,06/09/28,1110,1010,285,10,6,65
4707,01/05/09,1440,1310,32,18,10,56
4708,05/10/07,1050,960,27,34,24,32
4709,09/02/28,2200,2000,97,33,44,31
4710,04/03/03,1350,1230,32,10,37,44
4711,02/11/08,800,730,47,26,47,30
4712,00/11/08,1350,1230,176,40,14,46
4713,00/02/03,1180,1080,301,41,8,20
4714,06/05/20,340,310,140,47,45,14
4715,05/06/11,770,700,204,19,15,19
4716,06/11/15,990,900,326,24,7,33
4717,08/05/03,1810,1650,303,9,1,27
4718,00/11/16,2110,1920,147,42,24,15
4719,00/10/05,1140,1040,393,35,23,12
4720,10/04/22,1350,1230,179,27,2,33
4721,07/03/17,2100,1910,92,44,11,48
4722,01/08/07,550,500,377,22,2,19
4723,08/06/11,1150,1050,363,50,43,26
4724,04/02/21,1780,1620,233,40,9,66
4725,09/07/24,240,220,8,37,2,66
4726,00/01/12,1620,1480,164,37,33,42
4727,07/07/04,170,160,102,48,41,35
4728,02/02/21,1230,1120,93,5,24,8
4729,05/10/21,910,830,103,40,18,19
4730,00/05/12,70,70,375,5,31,36
4731,10/05/25,1070,980,365,4,11,68
4732,09/04/21,950,870,3,19,25,19
4733,04/11/11,660,600,156,47,22,34
4734,06/10/10,2270,2070,230,39,16,45
4735,10/11/22,2100,1910,198,19,20,22
4736,09/04/10,1510,1380,16,32,15,23
4737,04/11/22,660,600,109,11,16,43
4738,08/09/15,420,390,260,47,29,13
4739,10/10/22,490,450,164,19,33,59
4740,06/01/24,880,800,342,8,26,32
4741,03/02/20,1840,1680,349,43,26,6
4742,03/05/06,1300,1190,118,42,20,60
4743,00/05/13,2090,1900,122,29,21,45
4744,03/08/06,1910,1740,233,48,46,58
4745,06/07/27,1980,1800,175,33,43,71
4746,08/08/12,1830,1670,385,10,15,26
4747,01/06/12,820,750,14,21,46,54
4748,02/12/12,420,390,351,44,26,13
4749,06/03/07,1480,1350,265,43,37,66
4750,00/07/16,1030,940,103,15,39,31
4751,08/10/19,1900,1730,82,27,10,28
4752,01/07/12,1990,1810,107,9,30,5
4753,02/10/21,910,830,13,42,40,71
4754,03/01/15,890,810,333,8,29,76
4755,04/04/05,1600,1460,363,50,7,29
4756,06/02/19,2250,2050,48,8,18,43
4757,09/07/12,1290,1180,272,6,22,43
4758,05/08/28,280,260,231,48,44,51
4759,02/02/15,480,440,13,8,26,27
4760,02/08/03,300,280,68,28,46,45
4761,07/07/17,1240,1130,118,43,20,56
4762,05/01/12,900,820,281,5,34,61
4763,01/05/04,1490,1360,92,32,47,41
4764,08/07/04,300,280,41,20,29,52
4765,06/02/28,1830,1670,323,14,32,15
4766,06/11/23,850,780,71,21,26,6
4767,01/09/05,830,760,204,46,14,62
4768,08/08/05,1840,1680,21,45,5,56
4769,04/11/08,110,100,251,11,34,64
4770,09/08/04,670,610,165,27,47,55
4771,07/05/13,150,140,273,18,30,48
4772,03/02/07,40,40,218,4,22,18
4773,02/03/09,450,410,194,10,7,71
4774,08/09/07,990,900,214,5,47,46
4775,06/02/13,1840,1680,239,45,29,10
4776,08/10/17,780,710,269,44,9,48
4777,02/06/12,1610,1470,300,33,17,5
4778,03/05/05,0,0,272,44,13,13
4779,06/11/16,1060,970,186,34,35,28
4780,10/12/12,1150,1050,290,22,30,64
4781,09/07/13,2100,1910,396,6,47,68
4782,06/01/10,490,450,342,12,46,62
4783,08/05/23,2230,2030,37,43,39,50
4784,02/11/28,390,360,397,37,38,4
4785,04/03/27,2040,1860,136,31,37,33
4786,00/09/01,1980,1800,235,5,3,26
4787,10/08/13,1520,1390,294,12,1,59
4788,08/01/03,50,50,274,17,33,6
4789,07/02/02,310,290,194,3,49,13
4790,03/08/15,740,680,356,28,28,26
4791,10/11/03,390,360,223,32,49,49
4792,09/07/04,1870,1700,213,22,35,44
4793,04/07/20,960,880,399,18,48,74
4794,08/04/19,1290,1180,197,41,27,68
4795,00/11/05,2160,1970,102,43,24,63
4796,04/04/17,80,80,249,13,14,68
4797,05/07/10,740,680,4,22,39,13
4798,08/06/06,620,570,370,29,47,46
4799,09/08/17,1780,1620,301,50,38,65
4800,07/10/02,360,330,356,32,24,52
4801,09/10/27,1070,980,387,6,30,67
4802,03/05/15,1440,1310,336,21,44,27
4803,02/10/14,1290,1180,345,41,27,67
4804,06/09/28,2120,1930,104,37,12,30
4805,04/07/20,1570,1430,113,44,43,38
4806,04/11/27,890,810,16,46,4,38
4807,01/04/06,1480,1350,238,20,3,21
4808,05/03/07,1660,1510,219,13,9,12
4809,09/07/24,1890,1720,2,38,14,12
4810,05/08/25,1920,1750,185,45,3,49
4811,00/10/14,1500,1370,272,32,32,11
4812,01/06/14,2120,1930,47,40,3,68
4813,09/09/16,1830,1670,122,22,41,15
4814,00/10/18,2290,2090,158,45,19,35
4815,01/06/25,600,550,67,10,23,5
4816,07/06/21,1910,1740,281,14,19,37
4817,07/06/19,360,330,77,10,42,45
4818,01/03/09,890,810,259,14,42,35
4819,10/06/23,1510,1380,218,20,15,19
4820,08/01/14,80,80,349,48,36,3
4821,06/06/03,270,250,334,40,7,61
4822,09/11/19,1810,1650,123,32,10,63
4823,04/02/17,1010,920,347,12,24,61
4824,06/05/14,1230,1120,399,25,43,29
4825,04/05/08,0,0,243,48,25,58
4826,00/12/28,1580,1440,188,47,32,74
4827,00/12/23,0,0,201,23,40,76
4828,10/02/27,1900,1730,243,12,28,41
4829,06/10/11,1920,1750,174,6,8,22
4830,10/04/23,1140,1040,392,47,15,32
4831,05/02/28,2180,1990,295,11,21,10
4832,00/06/05,360,330,221,48,41,6
4833,08/02/04,1500,1370,229,34,17,4
4834,00/07/20,2150,1960,356,28,16,24
4835,03/12/25,370,340,26,6,42,16
4836,08/07/23,1220,1110,49,25,20,16
4837,10/08/14,550,500,298,30,48,63
4838,08/10/12,1790,1630,260,48,16,16
4839,00/08/05,330,300,263,1,7,66
4840,05/01/18,170,160,98,11,2,43
4841,03/05/17,1130,1030,306,16,3,17
4842,02/05/23,1900,1730,380,50,23,23
4843,01/04/05,20,20,256,31,46,21
4844,05/05/02,1460,1330,374,2,20,59
4845,04/01/18,380,350,338,49,47,69
4846,06/08/12,910,830,96,28,39,29
4847,06/04/21,660,600,42,24,24,75
4848,06/11/25,1770,1610,31,12,37,24
4849,04/04/21,940,860,60,17,4,47
4850,00/06/15,1120,1020,164,42,34,34
4851,01/10/07,270,250,393,34,7,13
4852,06/07/18,1240,1130,387,18,13,34
4853,05/01/05,920,840,84,30,12,63
4854,05/04/17,1830,1670,124,29,32,54
4855,08/08/22,610,560,177,10,23,60
4856,09/12/23,150,140,148,14,1,69
4857,06/01/27,1360,1240,112,7,37,49
4858,05/02/22,1020,930,156,25,17,65
4859,06/10/16,610,560,166,42,22,14
4860,09/11/28,2150,1960,135,24,32,61
4861,01/11/06,1470,1340,19,5,49,28
4862,05/11/09,890,810,71,28,11,39
4863,04/01/05,1820,1660,91,46,7,16
4864,01/04/14,1340,1220,224,47,26,18
4865,01/04/15,1000,910,273,42,35,74
4866,02/08/03,590,540,19,20,21,52
4867,02/05/02,1490,1360,198,19,40,63
4868,06/10/01,2290,2090,387,44,5,20
4869,01/08/21,460,420,61,18,48,26
4870,08/04/19,1800,1640,162,27,7,12
4871,07/10/15,600,550,217,32,25,41
4872,04/10/24,860,790,100,49,11,59
4873,01/06/17,1000,910,77,18,43,4
4874,03/04/06,2240,2040,74,35,37,36
4875,03/11/27,1450,1320,314,11,35,76
4876,10/03/19,1110,1010,39,28,38,23
4877,10/11/02,250,230,19,28,18,1
4878,00/08/04,580,530,397,19,32,6
4879,05/05/18,1100,1000,107,34,32,71
4880,05/02/11,310,290,111,32,25,72
4881,00/11/05,130,120,212,26,19,55
4882,08/04/11,640,590,288,43,15,3
4883,00/12/06,1140,1040,177,26,8,41
4884,07/03/20,530,490,114,25,44,75
4885,03/01/09,1930,1760,181,29,12,35
4886,04/11/06,970,890,119,45,3,59
4887,03/03/16,1600,1460,385,15,10,4
4888,03/02/05,1710,1560,82,49,26,66
4889,09/10/23,190,180,344,26,31,33
4890,00/10/11,2070,1890,246,40,2,19
4891,07/03/10,1130,1030,333,46,32,10
4892,04/06/27,340,310,357,45,49,22
4893,10/06/07,820,750,370,23,18,41
4894,07/04/14,970,890,17,46,33,17
4895,10/03/20,2220,2020,330,2,4,41
4896,09/08/21,1600,1460,93,36,41,31
4897,09/08/12,2180,1990,151,46,3,75
4898,03/02/12,1290,1180,220,1,27,6
4899,09/08/17,660,600,11,28,27,48
4900,06/11/28,820,750,207,26,43,42
4901,07/09/10,1280,1170,74,30,25,31
4902,00/04/17,1150,1050,378,34,36,3
4903,00/06/02,610,560,6,5,21,71
4904,06/08/23,1980,1800,239,1,11,65
4905,09/01/10,1010,920,33,19,42,22
4906,04/10/12,740,680,49,20,27,42
4907,05/09/11,1610,1470,302,50,22,37
4908,03/03/07,2200,2000,161,10,11,22
4909,02/11/24,1740,1590,175,30,32,14
4910,08/03/21,1460,1330,99,18,37,32
4911,08/12/02,1020,930,70,4,31,44
4912,01/11/11,740,680,217,47,39,35
4913,09/08/15,2140,1950,231,49,36,52
4914,00/07/21,260,240,294,31,49,26
4915,01/11/18,560,510,180,32,14,11
4916,02/01/20,590,540,283,43,21,70
4917,07/08/11,1680,1530,47,32,36,29
4918,09/12/04,280,260,268,17,49,74
4919,03/04/01,1250,1140,74,35,5,26
4920,03/05/26,1070,980,27,31,16,61
4921,10/02/10,290,270,393,38,24,23
4922,08/12/17,1490,1360,298,24,47,66
4923,00/09/19,480,440,46,9,11,57
4924,03/07/08,1870,1700,29,18,21,42
4925,02/07/01,1820,1660,314,14,21,64
4926,09/04/21,60,60,212,46,16,72
4927,07/03/25,1960,1790,2,19,32,12
4928,08/10/02,2180,1990,164,17,44,3
4929,07/11/07,1550,1410,23,22,17,22
4930,10/11/03,260,240,158,1,12,42
4931,09/09/19,610,560,395,25,2,67
4932,03/06/09,830,760,86,49,39,54
4933,10/01/01,890,810,226,8,22,43
4934,09/06/28,2050,1870,396,50,9,75
4935,01/12/12,160,150,45,11,27,2
4936,04/09/25,1460,1330,309,3,32,73
4937,00/06/06,1790,1630,336,17,37,73
4938,08/01/15,1440,1310,210,7,3,26
4939,05/04/28,1480,1350,220,32,30,41
4940,06/01/21,1800,1640,374,2,27,38
4941,00/09/24,1170,1070,85,7,34,66
4942,05/11/05,610,560,340,30,46,13
4943,08/12/12,620,570,12,3,39,56
4944,05/02/17,720,660,93,3,3,60
4945,05/12/27,1980,1800,212,39,13,20
4946,04/01/26,2170,1980,230,14,42,7
4947,03/09/08,1010,920,209,8,40,15
4948,09/06/18,710,650,367,30,33,47
4949,07/08/20,260,240,99,39,1,69
4950,09/07/28,2150,1960,251,38,17,64
4951,04/07/27,950,870,382,5,22,22
4952,09/11/16,230,210,254,46,2,18
4953,10/04/14,800,730,389,23,50,11
4954,00/12/02,630,580,89,22,18,23
4955,06/05/22,2090,1900,217,37,29,37
4956,04/05/26,900,820,254,29,48,27
4957,03/02/18,600,550,93,42,10,12
4958,08/01/06,2230,2030,162,46,20,66
4959,05/12/12,370,340,340,16,17,12
4960,00/10/09,120,110,389,45,39,53
4961,06/03/16,2280,2080,240,6,3,71
4962,05/02/20,1620,1480,187,28,15,56
4963,02/04/14,1120,1020,149,42,11,68
4964,03/03/16,1010,920,246,13,31,16
4965,05/06/15,1590,1450,19,10,40,4
4966,10/06/17,40,40,40,45,19,49
4967,04/08/15,660,600,302,38,5,19
4968,02/03/08,700,640,277,4,19,28
4969,10/05/19,1800,1640,40,39,12,14
4970,01/06/09,510,470,125,48,43,45
4971,09/09/12,310,290,52,43,43,62
4972,05/12/16,1230,1120,261,32,16,25
4973,00/01/17,860,790,356,45,42,71
4974,00/09/03,1580,1440,206,45,4,48
4975,10/11/04,1520,1390,27,17,10,26
4976,01/03/05,1260,1150,60,21,11,23
4977,04/09/17,2150,1960,363,38,4,46
4978,00/09/28,2140,1950,367,7,28,42
4979,01/01/12,260,240,119,28,24,41
4980,04/12/07,1160,1060,300,20,14,29
4981,09/03/14,550,500,193,36,9,31
4982,04/03/03,1560,1420,100,12,15,47
4983,10/08/07,160,150,172,27,29,32
4984,05/06/25,710,650,90,19,49,10
4985,09/08/21,1660,1510,330,12,4,62
4986,03/10/04,270,250,241,44,25,31
4987,07/08/02,1370,1250,366,12,41,44
4988,05/10/27,290,270,266,4,48,63
4989,08/11/17,1930,1760,346,28,31,59
4990,05/12/09,740,680,41,30,38,34
4991,09/08/17,2110,1920,64,49,5,39
4992,02/11/18,160,150,32,20,23,9
4993,00/09/19,1820,1660,84,5,12,6
4994,07/02/07,990,900,162,14,39,20
4995,04/01/27,1650,1500,296,50,40,27
4996,01/03/01,2150,1960,208,6,23,12
4997,06/06/22,1650,1500,126,16,41,55
4998,09/08/01,1000,910,222,17,6,69
4999,01/07/12,1900,1730,201,19,41,74
5000,03/07/22,1820,1660,271,13,11,76
5001,04/10/05,120,110,35,3,47,51
5002,04/07/12,2010,1830,349,38,23,39
5003,00/12/22,1440,1310,387,48,36,9
5004,07/07/15,1920,1750,208,23,18,11
5005,03/01/28,460,420,287,1,34,50
5006,06/06/25,570,520,397,21,32,8
5007,05/02/13,1760,1600,346,41,40,32
5008,10/09/13,130,120,184,10,24,46
5009,07/08/10,50,50,282,14,26,61
5010,00/09/02,70,70,166,44,6,16
5011,10/10/08,1600,1460,371,11,1,14
5012,04/01/06,1060,970,203,31,13,75
5013,04/01/04,1230,1120,74,13,23,15
5014,07/07/12,480,440,332,50,33,6
5015,07/10/21,2130,1940,18,43,25,52
5016,06/03/25,1390,1270,29,24,37,60
5017,06/01/25,1360,1240,177,27,23,38
5018,08/05/25,840,770,179,14,43,22
5019,00/06/26,1170,1070,347,36,21,1
5020,00/07/22,230,210,162,34,44,37
5021,09/03/04,340,310,245,38,49,75
5022,03/11/11,1830,1670,207,35,42,10
5023,09/04/01,2130,1940,226,27,36,10
5024,09/12/21,80,80,398,24,6,71
5025,07/05/11,330,300,392,27,40,66
5026,09/05/25,1510,1380,36,28,16,72
5027,06/10/17,830,760,251,1,10,7
5028,07/03/15,400,370,310,25,30,66
5029,10/01/21,2290,2090,128,50,12,10
5030,05/03/07,1170,1070,71,17,47,21
5031,05/05/26,1800,1640,362,7,40,4
5032,02/08/07,1510,1380,188,6,49,6
5033,00/08/03,2180,1990,127,21,12,60
5034,06/12/21,1240,1130,122,25,48,60
5035,03/01/01,930,850,211,40,24,12
5036,02/07/08,10,10,117,47,43,34
5037,10/06/27,690,630,219,23,37,63
5038,04/05/11,620,570,354,7,13,66
5039,00/02/16,790,720,202,10,40,52
5040,00/03/28,310,290,261,43,38,23
5041,04/10/03,20,20,359,19,19,40
5042,09/06/18,1580,1440,147,39,25,75
5043,07/07/13,1570,1430,276,36,14,39
5044,03/01/18,620,570,369,35,27,56
5045,01/10/01,970,890,374,49,20,19
5046,09/02/08,2100,1910,274,50,49,66
5047,05/01/07,510,470,339,15,48,38
5048,10/09/03,2090,1900,11,34,29,70
5049,03/04/27,2050,1870,238,25,19,51
5050,08/11/11,1350,1230,129,2,15,32
5051,08/04/22,1050,960,380,30,44,21
5052,09/03/01,940,860,24,35,23,29
5053,07/01/04,580,530,370,5,31,26
5054,09/03/06,1810,1650,70,14,39,61
5055,09/12/14,1390,1270,371,32,15,31
5056,05/03/13,1290,1180,189,44,45,73
5057,08/04/01,2090,1900,262,34,21,33
5058,02/07/25,940,860,211,46,2,48
5059,08/05/15,1360,1240,109,41,50,22
5060,04/04/20,2050,1870,12,30,1,25
5061,01/03/08,2210,2010,29,41,35,11
5062,08/11/09,1720,1570,77,20,35,30
5063,00/06/26,1050,960,204,4,25,39
5064,10/11/09,1120,1020,395,13,14,50
5065,01/04/23,10,10,301,12,37,6
5066,09/06/20,2010,1830,73,39,36,71
5067,02/12/01,1630,1490,341,44,20,69
5068,00/04/28,1190,1090,268,33,29,47
5069,07/08/28,2100,1910,9,27,4,19
5070,01/10/28,1040,950,345,13,2,26
5071,00/07/02,950,870,61,24,7,62
5072,02/11/13,2260,2060,133,22,32,21
5073,00/07/25,270,250,293,10,41,53
5074,03/05/23,1340,1220,67,17,2,12
5075,02/03/24,750,690,230,15,18,66
5076,05/12/17,1140,1040,200,36,18,56
5077,09/08/01,1120,1020,293,12,34,21
5078,02/12/03,550,500,26,17,4,48
5079,04/03/03,770,700,214,9,41,3
5080,10/06/06,10,10,123,40,41,31
5081,02/01/28,630,580,349,20,41,31
5082,10/06/27,590,540,209,25,30,44
5083,02/01/11,2070,1890,79,45,9,27
5084,03/02/22,340,310,65,22,14,63
5085,02/12/18,1120,1020,257,44,21,38
5086,06/05/24,280,260,222,20,17,61
5087,02/03/21,640,590,375,34,3,23
5088,09/04/23,1470,1340,381,3,50,16
5089,00/02/28,240,220,117,12,21,31
5090,03/07/24,340,310,35,44,46,54
5091,00/05/11,1390,1270,288,47,37,22
5092,01/11/03,2110,1920,37,2,27,45
5093,02/10/21,1630,1490,141,17,50,46
5094,05/01/08,1440,1310,358,20,33,41
5095,08/01/23,370,340,240,39,3,61
5096,10/05/06,1870,1700,364,33,37,60
5097,00/10/12,1460,1330,61,15,26,18
5098,07/07/01,1610,1470,170,50,7,39
5099,10/09/08,1320,1200,217,1,43,56
5100,08/12/14,1340,1220,21,41,43,62
5101,02/04/03,520,480,137,1,7,76
5102,00/09/10,2280,2080,147,24,11,48
5103,07/07/26,1830,1670,257,37,43,46
5104,01/05/16,330,300,310,10,6,74
5105,06/05/17,2030,1850,213,38,26,56
5106,05/06/23,1350,1230,260,14,23,43
5107,00/12/05,1650,1500,299,36,11,28
5108,05/08/21,710,650,306,22,32,6
5109,10/09/15,960,880,134,16,32,25
5110,06/03/24,1740,1590,227,23,41,25
5111,01/11/17,160,150,154,45,40,61
5112,05/08/08,530,490,221,48,10,30
5113,02/04/11,2230,2030,62,14,45,48
5114,08/04/21,910,830,19,35,28,33
5115,05/03/03,1570,1430,228,48,50,23
5116,00/07/28,600,550,331,9,22,68
5117,06/01/27,1850,1690,34,45,14,16
5118,04/09/15,720,660,72,13,33,56
5119,07/07/13,2130,1940,76,13,46,16
5120,08/03/23,1080,990,128,45,31,30
5121,06/05/05,2270,2070,134,50,40,47
5122,02/05/21,2180,1990,326,22,14,6
5123,08/12/09,340,310,54,13,37,64
5124,00/05/21,1100,1000,32,14,48,4
5125,10/08/23,420,390,367,26,15,11
5126,08/05/06,180,170,193,47,48,70
5127,09/06/18,370,340,390,36,5,48
5128,01/08/08,660,600,238,48,27,7
5129,05/02/28,1940,1770,271,2,47,60
5130,07/06/12,340,310,205,50,30,22
5131,05/12/28,790,720,383,19,11,36
5132,07/02/26,1840,1680,176,45,44,7
5133,07/06/12,260,240,139,48,33,31
5134,09/09/18,1910,1740,14,34,14,43
5135,05/08/07,900,820,343,9,3,36
5136,00/05/17,180,170,89,7,42,24
5137,06/10/20,60,60,360,41,46,64
5138,05/09/25,1290,1180,248,5,46,40
5139,05/04/20,1790,1630,113,11,35,7
5140,01/02/03,680,620,334,17,18,25
5141,10/08/26,1770,1610,72,7,20,15
5142,07/04/07,370,340,271,13,37,43
5143,07/05/05,190,180,193,5,45,38
5144,10/05/27,2170,1980,305,25,24,55
5145,02/05/12,2110,1920,257,8,25,63
5146,06/04/26,1290,1180,263,32,26,25
5147,01/11/28,110,100,299,2,27,5
5148,03/05/05,1340,1220,183,44,17,46
5149,05/08/25,840,770,261,30,6,29
5150,04/06/04,690,630,244,28,35,17
5151,02/01/12,1950,1780,51,18,17,7
5152,02/12/05,690,630,36,48,10,61
5153,08/11/17,180,170,138,4,28,76
5154,01/01/23,1940,1770,26,46,14,48
5155,07/05/09,2210,2010,13,37,45,13
5156,02/08/04,1930,1760,364,39,27,33
5157,01/04/24,640,590,162,16,41,22
5158,08/08/14,640,590,190,20,28,26
5159,07/01/23,1360,1240,221,1,9,46
5160,04/10/16,1710,1560,195,21,20,73
5161,01/04/22,1070,980,339,18,40,72
5162,07/10/13,460,420,258,7,32,22
5163,02/02/19,1270,1160,344,25,35,59
5164,10/09/15,1910,1740,14,40,20,67
5165,03/07/11,770,700,368,24,46,5
5166,10/12/05,180,170,347,40,42,53
5167,09/03/15,1540,1400,32,45,44,64
5168,06/07/24,1680,1530,207,12,18,40
5169,01/08/12,960,880,44,2,47,67
5170,02/02/04,1890,1720,397,4,43,35
5171,01/06/05,370,340,218,37,48,56
5172,08/10/23,1790,1630,379,12,18,59
5173,04/12/24,1650,1500,349,45,38,35
5174,05/04/16,1440,1310,141,3,34,3
5175,01/09/28,340,310,346,40,18,73
5176,06/11/28,340,310,231,47,31,66
5177,04/08/15,1350,1230,390,7,23,64
5178,04/01/08,1220,1110,349,10,23,46
5179,00/01/15,1680,1530,36,13,17,56
5180,06/02/04,2050,1870,133,23,24,6
5181,03/01/25,1580,1440,138,7,44,27
5182,00/10/12,2050,1870,370,37,9,36
5183,02/10/21,1550,1410,109,24,21,16
5184,01/07/25,330,300,282,48,29,58
5185,10/06/10,820,750,383,42,45,48
5186,00/03/04,820,750,289,36,50,52
5187,02/07/03,1700,1550,167,24,38,27
5188,06/01/13,330,300,171,9,4,35
5189,02/02/26,440,400,328,29,10,47
5190,10/08/24,1390,1270,380,9,26,71
5191,10/10/10,1030,940,151,30,29,58
5192,00/05/15,300,280,330,2,32,69
5193,10/12/26,330,300,233,43,5,71
5194,06/05/16,280,260,233,7,1,73
5195,05/01/23,640,590,354,18,23,12
5196,02/11/19,1190,1090,45,24,48,68
5197,08/05/24,1260,1150,374,4,37,8
5198,01/05/13,2290,2090,26,40,49,53
5199,04/05/09,2210,2010,346,50,20,42
5200,06/03/21,1230,1120,342,26,50,75
5201,07/01/22,270,250,339,43,11,48
5202,00/05/26,180,170,117,9,10,68
5203,06/01/12,1010,920,132,44,17,60
5204,07/08/06,1100,1000,283,28,28,71
5205,01/07/03,140,130,36,19,9,37
5206,04/01/15,130,120,76,18,5,25
5207,10/07/20,1470,1340,293,2,41,45
5208,10/08/16,260,240,206,47,25,43
5209,04/08/11,1720,1570,349,21,17,51
5210,01/09/04,1440,1310,245,15,3,38
5211,04/01/25,700,640,271,30,22,14
5212,00/05/25,200,190,53,21,28,4
5213,05/09/15,2040,1860,242,20,21,52
5214,02/04/17,1270,1160,195,33,30,73
5215,05/12/03,1330,1210,152,35,28,55
5216,00/07/23,20,20,307,10,44,62
5217,04/04/17,630,580,23,5,1,2
5218,01/07/26,2260,2060,89,26,20,38
5219,09/12/03,70,70,162,40,28,47
5220,00/12/04,940,860,155,50,35,4
5221,02/09/07,1600,1460,256,6,7,2
5222,09/06/20,490,450,365,17,49,18
5223,09/04/16,990,900,195,9,19,47
5224,10/02/11,830,760,19,21,1,19
5225,07/06/16,280,260,321,30,14,19
5226,05/01/10,2040,1860,66,20,23,33
5227,00/06/17,2140,1950,78,10,27,71
5228,02/07/01,1700,1550,62,16,33,47
5229,02/09/15,1080,990,126,12,14,74
5230,06/08/03,480,440,268,44,40,71
5231,07/08/12,1370,1250,374,34,43,34
5232,06/01/04,60,60,256,33,46,7
5233,04/03/11,240,220,283,28,44,10
5234,03/02/17,770,700,206,50,9,63
5235,02/11/09,1040,950,193,39,11,37
5236,06/12/10,1980,1800,380,15,33,32
5237,10/08/09,610,560,268,36,1,61
5238,09/08/24,1960,1790,206,6,47,6
5239,00/07/18,250,230,98,18,3,44
5240,10/10/25,1240,1130,184,17,8,46
5241,00/11/02,2040,1860,246,15,33,5
5242,06/06/26,850,780,15,45,26,3
5243,07/03/08,0,0,364,48,7,30
5244,07/09/23,410,380,23,8,27,52
5245,03/06/27,1520,1390,187,49,25,30
5246,00/12/28,1430,1300,117,48,6,71
5247,03/08/20,1910,1740,165,23,47,40
5248,01/10/19,2100,1910,61,13,27,19
5249,06/11/22,1250,1140,48,41,14,34
5250,00/05/15,2130,1940,116,14,12,30
5251,06/06/09,390,360,288,2,13,34
5252,01/05/02,1230,1120,398,42,50,23
5253,02/11/09,190,180,393,36,34,62
5254,04/11/06,1130,1030,224,42,47,72
5255,05/01/03,1120,1020,369,10,23,59
5256,00/10/26,1560,1420,14,42,3,31
5257,00/10/11,190,180,123,12,9,1
5258,04/08/25,700,640,317,28,50,48
5259,07/09/18,670,610,188,40,47,68
5260,10/04/20,910,830,193,2,25,4
5261,09/07/21,780,710,200,40,14,37
5262,07/08/28,2040,1860,175,9,43,70
5263,02/05/14,1800,1640,165,5,21,16
5264,09/05/05,90,90,251,23,4,50
5265,00/03/17,350,320,182,12,36,31
5266,05/09/15,1330,1210,106,1,22,60
