"MAX(ID)","DATA_PRODUKCJI"
8290,00/11/23
9693,01/01/12
7738,05/02/05
5918,08/01/13
1223,05/11/04
8129,10/03/01
6549,02/02/18
7539,08/03/14
8870,00/01/04
1254,04/03/15
5188,06/01/13
9881,06/07/03
8202,03/02/17
7074,10/12/10
8516,07/05/22
8461,02/01/28
4823,04/02/17
6658,06/11/03
9657,10/12/26
9180,02/12/24
8488,08/02/28
8871,10/01/13
1381,00/08/15
8243,07/09/10
9005,03/05/14
1395,07/07/02
9420,07/07/19
5848,10/08/22
9432,03/05/01
9675,05/01/04
8540,02/06/03
5710,03/09/03
3589,06/09/07
8387,05/11/05
8995,09/12/27
6220,00/03/10
7289,01/06/25
9768,00/09/10
8709,04/10/06
7800,09/05/08
8550,10/09/08
8807,07/10/11
3859,05/11/16
4957,03/02/18
6358,03/04/08
6360,10/12/23
9453,10/01/07
9886,06/04/23
6137,00/05/27
6925,06/10/14
5600,05/10/15
9164,10/12/05
7542,07/08/17
9232,09/06/19
4011,08/09/09
8620,03/07/19
9266,01/04/07
9627,10/04/25
8987,04/08/25
3204,09/09/04
5353,05/10/03
1842,01/12/22
8109,01/06/09
7810,08/08/08
1880,02/06/26
5164,10/09/15
4405,02/03/23
6437,09/11/11
6803,01/03/14
8217,07/10/26
1917,07/04/03
4807,01/04/06
2988,04/07/07
1944,02/08/23
6272,10/03/20
5599,00/08/23
9020,05/11/11
5623,05/09/20
8721,04/11/07
3352,10/11/10
9450,08/07/24
2079,06/01/11
4380,04/10/04
8716,00/10/27
9961,01/02/18
9851,00/10/17
9501,01/08/11
6001,10/07/06
5789,08/01/10
9472,05/11/10
7225,08/01/18
7373,02/02/26
9662,01/04/09
7860,02/12/27
2304,08/11/28
6951,00/06/06
9353,00/04/23
9152,03/09/18
2369,05/04/18
6347,07/09/25
5163,02/02/19
2445,06/08/15
2453,01/12/16
7471,10/05/27
9178,08/01/03
6568,04/11/04
3410,02/05/17
9198,08/12/02
8146,08/05/03
9761,09/09/20
7132,05/01/14
9334,00/03/12
8927,08/02/01
2706,06/04/14
4425,01/01/13
2766,03/06/15
9175,00/06/19
7941,01/10/26
2884,04/01/12
8828,07/02/02
8702,03/09/11
9310,01/01/06
8862,08/11/01
9599,08/09/28
3972,01/11/25
3073,02/11/02
5484,09/08/11
8407,10/06/16
3116,08/05/18
4955,06/05/22
9522,08/10/28
9902,03/07/09
6527,04/01/23
7344,05/05/12
8406,03/12/03
9106,03/12/27
3199,06/05/01
5901,09/08/22
9322,07/10/01
3257,04/04/07
3277,01/03/20
3279,07/07/25
8729,00/04/06
5719,01/08/23
6614,02/10/17
3315,06/03/12
8377,03/05/28
3349,02/02/09
7106,10/01/24
5852,09/06/20
3392,08/10/24
4654,04/12/27
7609,08/07/04
8558,02/09/26
5364,03/01/15
3473,09/09/08
3478,01/01/19
9647,04/01/20
9735,08/11/22
3531,05/06/04
3569,09/02/11
6454,02/03/26
6350,06/10/12
9632,08/06/21
9221,05/04/26
9603,04/04/08
3650,00/04/08
3656,01/01/26
3677,06/08/18
9988,08/08/05
7662,07/04/13
9557,09/09/16
9321,09/11/19
4101,08/07/26
3781,00/03/02
3790,08/04/08
3820,03/07/07
3864,05/05/27
3894,09/11/21
8232,08/07/12
8853,04/12/16
7803,00/10/19
7305,01/03/26
9326,04/02/26
8432,04/10/10
9012,01/07/15
8295,10/02/12
4079,00/05/07
9996,09/12/24
4093,03/02/03
4099,05/04/19
4657,01/06/07
7670,05/12/23
4171,08/10/21
7985,03/09/07
8133,06/09/02
7112,10/05/24
7867,10/10/07
8889,04/03/12
4276,08/09/24
6044,05/01/12
4316,04/03/28
9385,00/03/14
4392,07/01/24
9039,01/11/02
7061,08/10/11
4501,10/07/02
4929,07/11/07
8883,02/01/12
8319,04/06/02
4610,10/03/26
8055,08/10/17
9837,10/07/17
9513,09/07/24
9752,00/01/12
4748,02/12/12
5454,09/07/04
9969,05/11/09
9487,00/01/17
9823,07/02/07
4996,01/03/01
5032,02/08/07
9457,00/04/28
5090,03/07/24
7891,03/08/20
9975,09/05/05
8573,04/10/07
6113,00/04/18
5307,00/05/05
6143,10/04/27
8794,08/10/15
7940,09/09/24
7692,07/08/22
5372,03/08/02
9619,09/03/09
5413,06/06/12
8717,05/10/16
5476,03/09/22
8584,04/05/03
5514,02/08/02
9925,01/11/23
6316,10/05/05
5577,01/03/23
7914,01/05/21
7254,03/12/11
5722,10/09/22
5731,02/09/22
9779,02/02/25
9600,01/11/26
9503,06/10/06
9623,03/10/21
9853,10/11/27
5977,03/04/15
8751,00/09/15
8408,07/07/18
6563,03/12/24
7953,07/06/28
9435,03/11/05
6236,05/12/14
6728,00/03/07
9421,07/09/04
6278,09/02/25
6331,05/09/19
8405,09/06/05
6407,05/11/21
6474,01/11/08
6492,05/12/06
9667,08/12/22
6611,02/09/25
6649,09/11/13
9206,03/11/07
9077,10/01/15
8915,08/10/26
9942,10/09/11
6818,04/08/28
9427,06/09/20
9576,09/05/03
8168,07/12/12
7419,04/05/07
7027,04/06/05
8967,08/12/23
8483,01/03/24
8597,04/11/20
9869,03/02/10
7314,08/02/14
7321,03/02/27
8932,09/01/16
8371,01/05/10
9794,01/02/24
8753,10/08/19
9999,01/06/24
8019,00/02/24
8475,07/04/19
7954,10/02/23
8517,02/07/21
8038,07/02/22
8143,01/10/16
8238,01/12/09
8254,03/03/01
9349,09/03/07
8980,04/07/26
8502,04/06/12
8599,04/07/25
8606,02/09/18
8640,05/11/19
8666,05/04/25
8748,06/09/12
9774,04/01/22
9380,03/01/12
9971,05/04/14
9078,02/11/01
9080,10/12/07
9085,04/11/28
9128,09/01/20
9382,02/01/24
9425,04/11/17
9561,10/02/05
9642,09/07/07
9770,03/12/06
9880,02/03/10
9987,05/09/26

3 432 rows selected. 

