"ID","ID_ODDZIAL","ID_PRACOWNIK","ID_KLIENT","ID_DATA_PRODUKCJI","ID_PRODUCENT","ID_DATA_SPRZEDAZY","MIASTO_KLIENTA","MIASTO_SPRZEDAZY","RODZAJ_INSTRUMENTU","PLATNOSC","NAZWA_INSTRUMENTU","NUMER_ZAMOWIENIA","CENA","KOSZT"
6239,15,15,37,8234,19,118,"Sosnowiec","Zielona Góra","Uderzane","Bank pocztowy Blik","Cymbały",118,1620,1480
6240,22,22,42,8913,37,191,"Częstochowa","Koszalin","Dęte drewniane","ING Bank Śląski Blik","Fagot",191,360,330
6241,37,37,50,9649,41,189,"Chorzów","Płock","Strunowe Szarpane","TMUB Przelew","Kora",189,240,220
6242,34,34,1,8934,42,74,"Ruda Śląska","Szczecin","Perkusyjne sztabkowe drewniane","mBank Blik","Marimba",74,1490,1360
6243,10,10,13,9727,33,83,"Lublin","Bydgoszcz","Dęte drewniane","Bank Millenium Przelew","Flet Poprzeczny",52,1630,1490
6244,32,32,7,6579,44,40,"Szczecin","Kalisz","Dęte drewniane","Euro Bank Przelew","Obój",40,110,100
6245,45,45,14,6701,31,56,"Kielce","Częstochowa","Strunowe Szarpane","TMUB Blik","Lira",56,290,270
6246,34,34,37,6246,26,6,"Sosnowiec","Szczecin","Klasyczne smyczkowe","mBank Blik","Altówka",6,1590,1450
6247,36,36,23,6247,26,166,"Radom","Białystok","Strunowe Szarpane","Credit Agricole Blik","Koto",166,930,850
6248,30,30,10,8149,20,255,"Tychy","Toruń","Dawne smyczkowe","ING Bank Śląski Blik","Viola da Gamba",255,2200,2000
6249,50,50,6,9651,37,362,"Radom","Rzeszów","Dęte klawiszowe","TMUB Blik","Akordeon",362,1720,1570
6250,41,41,33,7077,33,65,"Zabrze","Koszalin","Perkusyjne sztabkowe drewniane","Banek Pekao Przelew","Marimba",65,1370,1250
6251,22,22,7,9786,14,257,"Szczecin","Koszalin","Uderzane","Plus Bank Przelew","Pianino",257,2010,1830
6252,16,16,46,6252,45,152,"Wrocław","Białystok","Regionalne smyczkowe","ING Bank Śląski Blik","Gęśle",152,1290,1180
6253,22,22,2,8776,28,86,"Wrocław","Koszalin","Dęte blaszane","Citi Handlowy Przelew","Trąbka",86,1540,1400
6254,10,10,48,6254,5,336,"Wrocław","Bydgoszcz","Strunowe Szarpane","mBank Przelew","Cytra",336,1810,1650
6255,5,5,22,8384,3,392,"Gdańsk","Tarnów","Strunowe Szarpane","mBank Blik","Tar",392,1270,1160
6256,8,8,11,9796,37,22,"Szczecin","Białystok","Strunowe Szarpane","Bank Millenium Przelew","Klawesyn",22,1340,1220
6257,16,16,27,8187,36,385,"Radom","Białystok","Dęte blaszane","Gotówka","Trąbka",385,1190,1090
6258,42,42,41,7309,28,209,"Wrocław","Zielona Góra","Klasyczne smyczkowe","Citi Handlowy Przelew","Wiolonczela",198,340,310
6259,5,5,8,7303,18,352,"Gliwice","Tarnów","Strunowe Szarpane","BOŚ Przelew","Koto",352,1650,1500
6260,11,11,46,6260,36,233,"Wrocław","Kalisz","Klasyczne smyczkowe","TMUB Blik","Skrzypce",77,1880,1710
6261,26,26,45,9704,50,383,"Poznań","Gorzów Wielkopolski","Dęte klawiszowe","Citi Handlowy Blik","Akordeon",383,850,780
6262,45,45,6,7570,6,120,"Radom","Częstochowa","Strunowe Szarpane","Gotówka","Mandolina",120,510,470
6263,22,22,17,7236,49,332,"Rzeszów","Koszalin","Dawne smyczkowe","Banek Pekao Blik","Skrzypki Renesansowe",332,2020,1840
6264,45,45,28,9524,15,114,"Bielsko-Biała","Częstochowa","Perkusyjne metalowe","TMUB Przelew","Wibrafon",114,1870,1700
6265,27,27,34,6265,25,163,"Lublin","Zielona Góra","Klasyczne smyczkowe","TMUB Przelew","Wiolonczela",163,1240,1130
6266,11,11,31,6266,41,361,"�?ódź","Kalisz","Strunowe Szarpane","Bank pocztowy Przelew","Kora",361,2230,2030
6267,32,32,49,9897,46,49,"Sosnowiec","Kalisz","Dęte klawiszowe","Bank Millenium Blik","Fisharmonia",49,260,240
6268,47,47,38,6268,38,73,"Bydgoszcz","Włocławek","Klasyczne smyczkowe","Plus Bank Blik","Altówka",73,310,290
6269,33,33,3,9309,21,244,"Wałbrzych","Kalisz","Dęte drewniane","Plus Bank Przelew","Flet Prosty",226,2270,2070
6270,37,37,31,9614,4,206,"�?ódź","Płock","Dęte blaszane","Citi Handlowy Przelew","Puzon",206,810,740
6271,5,5,29,6271,25,98,"Toruń","Tarnów","Strunowe Szarpane","Alior Bank Przelew","Tar",98,1770,1610
6272,43,43,22,6272,48,229,"Gdańsk","Kraków","Strunowe Szarpane","Euro Bank Blik","Shamisen",229,950,870
6273,44,44,34,9273,28,367,"Lublin","Zielona Góra","Dęte blaszane","TMUB Blik","Kornet",367,1690,1540
6274,6,6,46,8885,9,202,"Wrocław","Gdańsk","Strunowe Szarpane","Bank Millenium Przelew","Tar",202,2120,1930
6275,39,39,27,6275,28,372,"Radom","Katowice","Dęte drewniane","BOŚ Blik","Flet Prosty",372,820,750
6276,29,29,49,6276,50,75,"Sosnowiec","Poznań","Dawne smyczkowe","Euro Bank Blik","Viola deamore",75,1990,1810
6277,41,41,8,9627,14,30,"Gliwice","Koszalin","Klasyczne smyczkowe","PKO BP Przelew","Skrzypce",30,2270,2070
6278,30,30,1,6278,50,258,"Ruda Śląska","Toruń","Dęte drewniane","Credit Agricole Blik","Saksofon",258,2240,2040
6279,38,38,23,7554,43,378,"Radom","Toruń","Dawne smyczkowe","Euro Bank Blik","Rebec",378,50,50
6280,40,40,15,7103,25,238,"Radom","Gliwice","Dawne smyczkowe","BNP Parbias Przelew","Rebec",238,930,850
6281,44,44,21,9414,45,5,"Bydgoszcz","Zielona Góra","Strunowe Szarpane","BOŚ Przelew","Bandżola",5,1350,1230
6282,41,41,4,9499,22,266,"Wałbrzych","Koszalin","Strunowe Szarpane","mBank Blik","Kora",266,340,310
6283,31,31,9,9237,38,274,"Bydgoszcz","Kalisz","Strunowe Szarpane","Bank Millenium Blik","Cytra",265,420,390
6284,15,15,47,8101,50,178,"Bydgoszcz","Zielona Góra","Strunowe Szarpane","ING Bank Śląski Przelew","Kobza",178,10,10
6285,10,10,43,6285,50,277,"Kalisz","Bydgoszcz","Perkusyjne inne","BOŚ Przelew","Klekotka",277,240,220
6286,47,47,44,6286,8,149,"Włocławek","Włocławek","Strunowe Szarpane","Bank Millenium Przelew","Mandolina",149,40,40
6287,30,30,8,9361,30,101,"Gliwice","Toruń","Perkusyjne inne","Credit Agricole Przelew","Pudełka Akustyczne",101,2210,2010
6288,2,2,46,8487,23,233,"Wrocław","Wałbrzych","Dęte klawiszowe","TMUB Blik","Akordeon",77,40,40
6289,34,34,44,6289,45,261,"Włocławek","Szczecin","Dawne smyczkowe","BNP Parbias Przelew","Suka Biłgorajska",261,1510,1380
6290,33,33,8,6290,48,391,"Gliwice","Kalisz","Dęte drewniane","Plus Bank Przelew","Saksofon",391,180,170
6291,3,3,35,6291,45,209,"Elbląg","�?ódź","Perkusyjne inne","Alior Bank Przelew","Pudełka Akustyczne",209,2140,1950
6292,13,13,30,6422,23,64,"Płock","Częstochowa","Dawne smyczkowe","PKO BP Przelew","Skrzypki Renesansowe",64,50,50
6293,49,49,37,8986,40,118,"Sosnowiec","Gdynia","Dęte drewniane","Bank pocztowy Blik","Flet Piccolo",118,1440,1310
6294,32,32,38,6638,35,21,"Bydgoszcz","Kalisz","Perkusyjne rurowe","Plus Bank Przelew","Dzwony Rurowe",21,780,710
6295,35,35,9,6295,45,305,"Bydgoszcz","Katowice","Strunowe Szarpane","Santander BP Przelew","Kitara",305,2270,2070
6296,17,17,10,6296,6,274,"Tychy","Radom","Strunowe Szarpane","Santander BP Przelew","Mandolina",274,2060,1880
6297,28,28,31,6297,43,95,"�?ódź","Chorzów","Perkusyjne inne","Alior Bank Blik","Pudełka Akustyczne",95,1590,1450
6298,44,44,25,6298,37,291,"Lublin","Zielona Góra","Dęte blaszane","BNP Parbias Przelew","Suzafon",291,180,170
6299,12,12,27,6299,5,346,"Radom","Poznań","Dęte blaszane","TMUB Blik","Sakshorn",346,10,10
6300,34,34,44,7103,42,149,"Włocławek","Szczecin","Strunowe Szarpane","Bank Millenium Przelew","Bałałajka",149,2230,2030
6301,38,38,32,9342,11,321,"Poznań","Toruń","Strunowe Szarpane","Banek Pekao Przelew","Koto",321,20,20
6302,13,13,2,7722,36,212,"Wrocław","Częstochowa","Perkusyjne metalowe","Credit Agricole Blik","Czelestra",212,1660,1510
6303,50,50,39,6303,9,128,"Dąbrowa Górnicza","Rzeszów","Uderzane","Citi Handlowy Przelew","Fortepian",128,560,510
6304,12,12,42,9443,45,109,"Częstochowa","Poznań","Dęte drewniane","PKO BP Przelew","Flet Poprzeczny",109,1760,1600
6305,35,35,50,6305,46,371,"Chorzów","Katowice","Dęte drewniane","Credit Agricole Przelew","Flet Piccolo",371,880,800
6306,8,8,29,8011,9,124,"Toruń","Białystok","Dawne smyczkowe","Plus Bank Blik","Viola da Gamba",124,1250,1140
6307,20,20,48,9165,32,134,"Wrocław","Kraków","Strunowe Szarpane","Citi Handlowy Przelew","Bałałajka",134,2290,2090
6308,12,12,25,6308,18,239,"Lublin","Poznań","Strunowe Szarpane","mBank Blik","Kobza",239,1620,1480
6309,29,29,4,7988,33,55,"Wałbrzych","Poznań","Uderzane","Citi Handlowy Przelew","Pianino",55,2250,2050
6310,21,21,27,8823,18,385,"Radom","Bytom","Dęte blaszane","Gotówka","Suzafon",385,1240,1130
6311,45,45,9,9302,6,305,"Bydgoszcz","Częstochowa","Elektryczne smyczkowe","Santander BP Przelew","Kontrabas Elektryczny",305,270,250
6312,23,23,45,9029,39,222,"Poznań","Ruda Śląska","Regionalne smyczkowe","Bank pocztowy Blik","Basetla",222,1170,1070
6313,16,16,33,9005,21,65,"Zabrze","Białystok","Perkusyjne membranowe","Banek Pekao Przelew","Bębny",65,910,830
6314,2,2,47,7838,43,233,"Bydgoszcz","Wałbrzych","Perkusyjne inne","TMUB Blik","Pudełka Akustyczne",36,900,820
6315,2,2,18,7832,17,292,"Bydgoszcz","Wałbrzych","Elektryczne smyczkowe","ING Bank Śląski Blik","Wiolonczela Elektryczna",292,90,90
6316,33,33,38,6316,8,399,"Bydgoszcz","Kalisz","Strunowe Szarpane","BNP Parbias Przelew","Kora",399,960,880
6317,48,48,12,7810,9,358,"Lublin","Lublin","Klasyczne smyczkowe","Alior Bank Blik","Altówka",358,730,670
6318,26,26,31,9262,24,283,"�?ódź","Gorzów Wielkopolski","Strunowe Szarpane","Euro Bank Blik","Tar",283,660,600
6319,44,44,15,9388,35,84,"Radom","Zielona Góra","Strunowe Szarpane","Santander BP Przelew","Kitara",84,2110,1920
6320,36,36,2,9671,15,86,"Wrocław","Białystok","Dęte blaszane","Citi Handlowy Przelew","Tuba",86,340,310
6321,29,29,25,7487,14,122,"Lublin","Poznań","Dęte klawiszowe","Alior Bank Blik","Organy",122,640,590
6322,36,36,27,6322,41,314,"Radom","Białystok","Perkusyjne rurowe","Bank Millenium Blik","Dzwony Rurowe",314,270,250
6323,17,17,37,6590,25,324,"Sosnowiec","Radom","Strunowe Szarpane","BNP Parbias Przelew","Bandżola",324,1950,1780
6324,33,33,32,6324,28,38,"Poznań","Kalisz","Perkusyjne rurowe","Santander BP Blik","Dzwony Rurowe",38,270,250
6325,21,21,22,8039,36,400,"Gdańsk","Bytom","Strunowe Szarpane","Alior Bank Przelew","Tar",400,1620,1480
6326,30,30,40,6870,16,181,"Zabrze","Toruń","Strunowe Szarpane","Euro Bank Blik","Lira",181,2100,1910
6327,25,25,44,6327,39,297,"Włocławek","Katowice","Dęte drewniane","TMUB Blik","Saksofon",297,1140,1040
6328,35,35,45,9666,24,51,"Poznań","Katowice","Uderzane","BOŚ Przelew","Klawikord",51,920,840
6329,35,35,43,6329,34,396,"Kalisz","Katowice","Perkusyjne metalowe","Santander BP Przelew","Wibrafon",396,2060,1880
6330,10,10,14,6330,39,254,"Kielce","Bydgoszcz","Dęte drewniane","Santander BP Blik","Klarnet",254,1840,1680
6331,22,22,41,6331,40,209,"Wrocław","Koszalin","Dęte drewniane","Citi Handlowy Przelew","Flet Poprzeczny",198,190,180
6332,1,1,29,8158,5,98,"Toruń","Zabrze","Dęte blaszane","Alior Bank Przelew","Helikon",98,60,60
6333,49,49,17,7515,14,364,"Rzeszów","Gdynia","Uderzane","Getin Noble Bank Blik","Fortepian",179,630,580
6334,31,31,32,9472,25,364,"Poznań","Kalisz","Dęte drewniane","TMUB Blik","Fagot",364,1560,1420
6335,30,30,44,9070,22,144,"Włocławek","Toruń","Dęte drewniane","TMUB Przelew","Obój",144,640,590
6336,16,16,8,9359,9,295,"Gliwice","Białystok","Strunowe Szarpane","Getin Noble Bank Przelew","Kitara",295,490,450
6337,7,7,30,8253,2,25,"Płock","Zabrze","Dęte drewniane","mBank Przelew","Flet Prosty",25,190,180
6338,24,24,41,6901,40,241,"Wrocław","Koszalin","Uderzane","Banek Pekao Przelew","Pianino",241,2250,2050
6339,30,30,6,6339,31,138,"Radom","Toruń","Dęte blaszane","Alior Bank Przelew","Kornet",138,400,370
6340,39,39,21,8107,8,165,"Bydgoszcz","Katowice","Dęte klawiszowe","Banek Pekao Blik","Fisharmonia",165,1810,1650
6341,14,14,18,9572,28,1,"Bydgoszcz","Toruń","Strunowe Szarpane","Citi Handlowy Blik","Lutnia",1,170,160
6342,45,45,49,6342,10,161,"Sosnowiec","Częstochowa","Perkusyjne metalowe","TMUB Blik","Czelestra",161,1280,1170
6343,44,44,44,6343,10,297,"Włocławek","Zielona Góra","Perkusyjne metalowe","TMUB Blik","Czelestra",297,820,750
6344,8,8,35,8742,34,81,"Elbląg","Białystok","Strunowe Szarpane","Credit Agricole Przelew","Ukulele",81,2170,1980
6345,3,3,8,8166,19,48,"Gliwice","�?ódź","Dęte klawiszowe","Alior Bank Blik","Fisharmonia",48,1440,1310
6346,14,14,27,6346,7,385,"Radom","Toruń","Strunowe Szarpane","Gotówka","Ukulele",385,500,460
6347,4,4,16,6347,31,129,"Bytom","Tychy","Strunowe Szarpane","Getin Noble Bank Blik","Klawesyn",129,1890,1720
6348,13,13,26,6348,13,142,"Poznań","Częstochowa","Dęte drewniane","Credit Agricole Blik","Flet Piccolo",142,1780,1620
6349,26,26,7,7733,43,153,"Szczecin","Gorzów Wielkopolski","Strunowe Szarpane","Bank Millenium Przelew","Banjo",153,1660,1510
6350,32,32,18,6350,42,292,"Bydgoszcz","Kalisz","Dęte klawiszowe","ING Bank Śląski Blik","Organy",292,1490,1360
6351,13,13,44,7849,2,261,"Włocławek","Częstochowa","Perkusyjne metalowe","BNP Parbias Przelew","Czelestra",261,880,800
6352,12,12,36,9835,19,193,"Kalisz","Poznań","Dęte klawiszowe","Bank pocztowy Blik","Organy",193,1040,950
6353,17,17,7,6353,30,257,"Szczecin","Radom","Strunowe Szarpane","Plus Bank Przelew","Kora",257,1240,1130
6354,33,33,37,9840,23,31,"Sosnowiec","Kalisz","Perkusyjne pytowe","Gotówka","Gong",31,710,650
6355,32,32,45,6355,21,137,"Poznań","Kalisz","Perkusyjne prętowe","Citi Handlowy Blik","Trójkąt",137,400,370
6356,25,25,16,8321,25,173,"Bytom","Katowice","Dęte blaszane","Citi Handlowy Przelew","Puzon",173,860,790
6357,44,44,26,8451,8,363,"Poznań","Zielona Góra","Strunowe Szarpane","ING Bank Śląski Blik","Gitara Klasyczna",363,1900,1730
6358,3,3,48,6358,36,134,"Wrocław","�?ódź","Dęte blaszane","Citi Handlowy Przelew","Helikon",134,970,890
6359,19,19,29,6614,40,98,"Toruń","Poznań","Perkusyjne membranowe","Alior Bank Przelew","Bębny",98,1810,1650
6360,50,50,50,6360,49,311,"Chorzów","Rzeszów","Uderzane","Alior Bank Blik","Pianino",311,2260,2060
6361,10,10,5,9125,13,236,"Toruń","Bydgoszcz","Dęte blaszane","BOŚ Blik","Puzon",236,1330,1210
6362,5,5,49,6362,7,76,"Sosnowiec","Tarnów","Dawne smyczkowe","Citi Handlowy Przelew","Viola da Gamba",76,1030,940
6363,46,46,18,8405,37,292,"Bydgoszcz","Kraków","Strunowe Szarpane","ING Bank Śląski Blik","Harfa",292,2220,2020
6364,35,35,14,6870,15,242,"Kielce","Katowice","Perkusyjne pytowe","Plus Bank Przelew","Talerze",242,960,880
6365,14,14,8,7394,18,295,"Gliwice","Toruń","Dawne smyczkowe","Getin Noble Bank Przelew","Rebec",295,670,610
6366,16,16,27,6366,46,182,"Radom","Białystok","Dęte drewniane","ING Bank Śląski Przelew","Flet Piccolo",182,570,520
6367,12,12,37,6367,42,162,"Sosnowiec","Poznań","Perkusyjne pytowe","ING Bank Śląski Przelew","Gong",162,940,860
6368,31,31,24,8629,38,323,"Radom","Kalisz","Elektryczne smyczkowe","BOŚ Przelew","Skrzypce Elektryczne",323,680,620
6369,50,50,32,9039,29,337,"Poznań","Rzeszów","Dawne smyczkowe","BOŚ Blik","Lira da Braccio",337,1500,1370
6370,50,50,11,9956,44,39,"Szczecin","Rzeszów","Dawne smyczkowe","Credit Agricole Przelew","Viola deamore",39,10,10
6371,27,27,32,6371,28,321,"Poznań","Zielona Góra","Strunowe Szarpane","Banek Pekao Przelew","Kobza",321,1700,1550
6372,18,18,38,8553,11,29,"Bydgoszcz","Płock","Dęte blaszane","TMUB Przelew","Róg (Waltornia)",29,1780,1620
6373,14,14,46,7335,3,233,"Wrocław","Toruń","Uderzane","TMUB Blik","Klawikord",77,610,560
6374,15,15,15,6374,34,243,"Radom","Zielona Góra","Perkusyjne prętowe","PKO BP Blik","Trójkąt",243,1760,1600
6375,9,9,43,6375,49,148,"Kalisz","Gdańsk","Dęte klawiszowe","ING Bank Śląski Przelew","Akordeon",148,2280,2080
6376,24,24,49,6376,8,85,"Sosnowiec","Koszalin","Strunowe Szarpane","Bank pocztowy Blik","Tar",85,1630,1490
6377,9,9,24,7811,31,304,"Radom","Gdańsk","Strunowe Szarpane","mBank Blik","Cytra",304,880,800
6378,1,1,6,6378,30,112,"Radom","Zabrze","Perkusyjne inne","Credit Agricole Przelew","Terkotka ",112,890,810
6379,45,45,34,9023,39,367,"Lublin","Częstochowa","Perkusyjne rurowe","TMUB Blik","Dzwony Rurowe",367,220,200
6380,2,2,41,7167,10,335,"Wrocław","Wałbrzych","Perkusyjne inne","Credit Agricole Przelew","Grzechotka",335,30,30
6381,5,5,26,9168,6,142,"Poznań","Tarnów","Strunowe Szarpane","Credit Agricole Blik","Kitara",142,1180,1080
6382,47,47,45,9660,43,383,"Poznań","Włocławek","Dęte blaszane","Citi Handlowy Blik","Puzon",383,1060,970
6383,8,8,19,6383,25,8,"Wrocław","Białystok","Elektryczne smyczkowe","ING Bank Śląski Przelew","Altówka Elektryczna",8,530,490
6384,37,37,13,6384,23,46,"Lublin","Płock","Strunowe Szarpane","TMUB Przelew","Lutnia",46,710,650
6385,34,34,29,7857,39,58,"Toruń","Szczecin","Strunowe Szarpane","BOŚ Przelew","Klawesyn",58,1430,1300
6386,46,46,15,6386,26,263,"Radom","Kraków","Perkusyjne rurowe","Banek Pekao Przelew","Dzwony Rurowe",263,1170,1070
6387,40,40,44,9746,42,144,"Włocławek","Gliwice","Perkusyjne metalowe","TMUB Przelew","Wibrafon",144,1380,1260
6388,9,9,18,8107,46,54,"Bydgoszcz","Gdańsk","Dęte drewniane","Alior Bank Blik","Flet Piccolo",54,400,370
6389,4,4,50,6389,4,104,"Chorzów","Tychy","Strunowe Szarpane","Plus Bank Przelew","Cytra",104,680,620
6390,20,20,25,6390,37,233,"Lublin","Kraków","Uderzane","Plus Bank Przelew","Cymbały",233,970,890
6391,3,3,3,9637,42,318,"Wałbrzych","�?ódź","Perkusyjne sztabkowe drewniane","PKO BP Blik","Ksylofon",318,1180,1080
6392,32,32,17,6392,3,284,"Rzeszów","Kalisz","Dęte drewniane","mBank Przelew","Obój",284,2120,1930
6393,9,9,24,6393,18,253,"Radom","Gdańsk","Dęte blaszane","Credit Agricole Blik","Suzafon",253,1680,1530
6394,37,37,43,6394,35,396,"Kalisz","Płock","Perkusyjne membranowe","Santander BP Przelew","Kotły ",396,1250,1140
6395,36,36,36,9403,44,132,"Kalisz","Białystok","Perkusyjne membranowe","Banek Pekao Przelew","Kotły ",132,1720,1570
6396,12,12,37,9326,37,324,"Sosnowiec","Poznań","Dęte drewniane","BNP Parbias Przelew","Fagot",324,270,250
6397,21,21,15,9677,13,237,"Radom","Bytom","Dęte blaszane","Credit Agricole Blik","Kornet",237,1520,1390
6398,4,4,22,7976,45,369,"Gdańsk","Tychy","Perkusyjne membranowe","Bank Millenium Blik","Bębny",369,270,250
6399,29,29,42,6399,48,278,"Częstochowa","Poznań","Strunowe Szarpane","PKO BP Przelew","Koto",278,1380,1260
6400,22,22,33,7415,29,65,"Zabrze","Koszalin","Uderzane","Banek Pekao Przelew","Fortepian",65,790,720
6401,12,12,41,9414,45,299,"Wrocław","Poznań","Strunowe Szarpane","ING Bank Śląski Przelew","Banjo",299,930,850
6402,48,48,41,7283,17,335,"Wrocław","Lublin","Perkusyjne sztabkowe drewniane","Credit Agricole Przelew","Ksylofon",335,240,220
6403,49,49,7,9115,48,153,"Szczecin","Gdynia","Dęte blaszane","Bank Millenium Przelew","Kornet",153,840,770
6404,47,47,49,7736,15,88,"Sosnowiec","Włocławek","Strunowe Szarpane","Bank Millenium Blik","Lira",88,800,730
6405,48,48,17,8863,20,284,"Rzeszów","Lublin","Uderzane","mBank Przelew","Cymbały",284,790,720
6406,13,13,49,6406,27,88,"Sosnowiec","Częstochowa","Dęte drewniane","Bank Millenium Blik","Saksofon",88,1110,1010
6407,3,3,4,6407,19,192,"Wałbrzych","�?ódź","Uderzane","Gotówka","Fortepian",192,1820,1660
6408,3,3,23,6408,27,92,"Radom","�?ódź","Dęte drewniane","Bank pocztowy Przelew","Saksofon",92,1580,1440
6409,3,3,40,6409,46,275,"Zabrze","�?ódź","Strunowe Szarpane","PKO BP Blik","Bałałajka",275,1070,980
6410,9,9,42,6410,47,16,"Częstochowa","Gdańsk","Strunowe Szarpane","Bank pocztowy Blik","Klawesyn",16,1120,1020
6411,32,32,32,9758,33,240,"Poznań","Kalisz","Perkusyjne metalowe","Bank Millenium Blik","Dzwonki",240,1080,990
6412,8,8,18,9875,44,1,"Bydgoszcz","Białystok","Strunowe Szarpane","Citi Handlowy Blik","Ukulele",1,1170,1070
6413,17,17,44,9603,30,149,"Włocławek","Radom","Strunowe Szarpane","Bank Millenium Przelew","Bandżola",149,1450,1320
6414,28,28,7,8463,49,60,"Szczecin","Chorzów","Dęte blaszane","Bank pocztowy Przelew","Puzon",60,620,570
6415,41,41,41,7684,17,349,"Wrocław","Koszalin","Strunowe Szarpane","Banek Pekao Blik","Harfa",349,550,500
6416,45,45,41,7255,7,349,"Wrocław","Częstochowa","Perkusyjne metalowe","Banek Pekao Blik","Dzwonki",349,1700,1550
6417,46,46,42,7108,34,373,"Częstochowa","Kraków","Perkusyjne inne","ING Bank Śląski Blik","Pudełka Akustyczne",373,1680,1530
6418,41,41,36,6418,18,288,"Kalisz","Koszalin","Strunowe Szarpane","mBank Przelew","Lutnia",288,370,340
6419,37,37,46,8411,36,202,"Wrocław","Płock","Dawne smyczkowe","Bank Millenium Przelew","Viola deamore",202,1810,1650
6420,26,26,38,9284,42,225,"Bydgoszcz","Gorzów Wielkopolski","Dęte drewniane","BNP Parbias Przelew","Obój",225,620,570
6421,25,25,25,6421,14,184,"Lublin","Katowice","Dęte blaszane","Euro Bank Blik","Róg (Waltornia)",184,1740,1590
6422,45,45,31,6422,20,95,"�?ódź","Częstochowa","Klasyczne smyczkowe","Alior Bank Blik","Altówka",95,1280,1170
6423,25,25,38,9947,9,331,"Bydgoszcz","Katowice","Klasyczne smyczkowe","Alior Bank Przelew","Altówka",331,810,740
6424,33,33,37,8540,12,324,"Sosnowiec","Kalisz","Perkusyjne prętowe","BNP Parbias Przelew","Trójkąt",324,2030,1850
6425,24,24,49,9501,48,161,"Sosnowiec","Koszalin","Dęte blaszane","TMUB Blik","Trąbka Sygnałowa",161,680,620
6426,12,12,5,6663,5,384,"Toruń","Poznań","Uderzane","mBank Blik","Keyboard ",381,290,270
6427,10,10,36,9218,9,197,"Kalisz","Bydgoszcz","Strunowe Szarpane","Citi Handlowy Przelew","Banjo",197,1130,1030
6428,28,28,35,9041,12,216,"Elbląg","Chorzów","Strunowe Szarpane","ING Bank Śląski Przelew","Bałałajka",216,910,830
6429,9,9,44,6429,29,53,"Włocławek","Gdańsk","Perkusyjne membranowe","Credit Agricole Blik","Bębny",53,40,40
6430,44,44,10,8433,39,351,"Tychy","Zielona Góra","Dęte blaszane","Santander BP Blik","Róg (Waltornia)",351,1790,1630
6431,39,39,3,7692,48,12,"Wałbrzych","Katowice","Regionalne smyczkowe","BOŚ Blik","Basetla",12,830,760
6432,35,35,22,6432,44,369,"Gdańsk","Katowice","Dęte blaszane","Bank Millenium Blik","Puzon",369,1000,910
6433,43,43,49,8410,37,183,"Sosnowiec","Kraków","Dęte blaszane","Getin Noble Bank Przelew","Sakshorn",183,1880,1710
6434,50,50,3,7385,1,185,"Wałbrzych","Rzeszów","Dęte drewniane","Credit Agricole Przelew","Kontrafagot",185,1960,1790
6435,18,18,32,8139,33,387,"Poznań","Płock","Strunowe Szarpane","Plus Bank Przelew","Bandżola",387,70,70
6436,20,20,47,6811,45,233,"Bydgoszcz","Kraków","Strunowe Szarpane","TMUB Blik","Shamisen",36,1510,1380
6437,49,49,48,6437,4,204,"Wrocław","Gdynia","Klasyczne smyczkowe","Gotówka","Altówka",204,1670,1520
6438,50,50,10,6438,13,382,"Tychy","Rzeszów","Dęte klawiszowe","PKO BP Blik","Fisharmonia",382,1430,1300
6439,22,22,10,6439,20,255,"Tychy","Koszalin","Regionalne smyczkowe","ING Bank Śląski Blik","Basetla",255,2090,1900
6440,24,24,29,6440,33,356,"Toruń","Koszalin","Perkusyjne inne","Alior Bank Przelew","Grzechotka",356,770,700
6441,17,17,49,6441,34,247,"Sosnowiec","Radom","Klasyczne smyczkowe","BOŚ Przelew","Skrzypce",247,410,380
6442,22,22,25,6716,4,291,"Lublin","Koszalin","Strunowe Szarpane","BNP Parbias Przelew","Lira",291,880,800
6443,9,9,4,7261,37,35,"Wałbrzych","Gdańsk","Strunowe Szarpane","Bank Millenium Przelew","Ukulele",35,1330,1210
6444,41,41,34,9580,17,214,"Lublin","Koszalin","Perkusyjne inne","Credit Agricole Blik","Grzechotka",214,880,800
6445,19,19,24,7385,15,253,"Radom","Poznań","Dęte drewniane","Credit Agricole Blik","Kontrafagot",253,1810,1650
6446,18,18,31,6446,29,283,"�?ódź","Płock","Strunowe Szarpane","Euro Bank Blik","Harfa",283,2060,1880
6447,29,29,43,9057,2,116,"Kalisz","Poznań","Strunowe Szarpane","Plus Bank Przelew","Shamisen",116,1050,960
6448,19,19,38,6448,22,62,"Bydgoszcz","Poznań","Elektryczne smyczkowe","Euro Bank Przelew","Altówka Elektryczna",62,1910,1740
6449,48,48,37,6663,21,210,"Sosnowiec","Lublin","Dęte drewniane","Gotówka","Kontrafagot",210,2150,1960
6450,26,26,4,9591,33,395,"Wałbrzych","Gorzów Wielkopolski","Elektryczne smyczkowe","Banek Pekao Przelew","Skrzypce Elektryczne",395,330,300
6451,29,29,42,7205,2,373,"Częstochowa","Poznań","Strunowe Szarpane","ING Bank Śląski Blik","Gitara Basowa",373,1270,1160
6452,32,32,50,7662,25,143,"Chorzów","Kalisz","Perkusyjne pytowe","TMUB Przelew","Talerze",143,800,730
6453,8,8,30,9909,8,25,"Płock","Białystok","Strunowe Szarpane","mBank Przelew","Cytra",25,1690,1540
